time,flux
1323.9029552249526,0.9979790530119697
1323.9157389331403,0.9979789563369881
1323.928522641328,0.9979788639019594
1323.9413063495158,0.9979787731892302
1323.9540900577035,0.9979786866318452
1323.9668737658913,0.997978602060601
1323.979657474079,0.9979785211987203
1323.9924411822667,0.9979784443648821
1324.0052248904544,0.9979783696816824
1324.0180085986422,0.9979782981691849
1324.0307923068299,0.9979782295478112
1324.0435760150176,0.9979781653900892
1324.0563597232053,0.9979781018524576
1324.069143431393,0.997978042850358
1324.0819271395808,0.9979779881421204
1324.0947108477685,0.9979779353448114
1324.1074945559562,0.9979778854258372
1324.1202782641442,0.9979778385430559
1324.133061972332,0.9979777955525432
1324.1458456805196,0.9979777559060858
1324.1586293887074,0.9979777191386483
1324.171413096895,0.9979776827694339
1324.1841968050828,0.997977652464806
1324.1969805132705,0.9979776245606793
1324.2097642214583,0.9979776009528556
1324.222547929646,0.9979775770611992
1324.2353316378337,0.9979775601591448
1324.2481153460215,0.9979775443114401
1324.2608990542092,0.9979775330302053
1324.273682762397,0.9979775237501756
1324.2864664705846,0.9979775170357751
1324.2992501787724,0.997977512990096
1324.31203388696,0.997977513666856
1324.3248175951478,0.997977516965032
1324.3376013033355,0.9979775228435368
1324.3503850115233,0.9979775336585488
1324.363168719711,0.9979775448053421
1324.3759524278987,0.9979775623541155
1324.3887361360864,0.9979775811453736
1324.4015198442742,0.9979776017666048
1324.414303552462,0.9979776271703669
1324.4270872606496,0.9979776550762646
1324.4398709688373,0.9979776868435756
1324.452654677025,0.9979777213930856
1324.4654383852128,0.9979777582942537
1324.4782220934005,0.9979777989762995
1324.4910058015882,0.9979778420582752
1324.503789509776,0.9979778894229403
1324.5165732179637,0.9979779391707307
1324.5293569261514,0.9979779915913339
1324.5421406343391,0.9979780481989006
1324.554924342527,0.9979781072244133
1324.5677080507148,0.9979781694375899
1324.5804917589026,0.9979782345906422
1324.5932754670903,0.9979783038065606
1324.606059175278,0.9979783750111778
1324.6188428834657,0.9979784499541862
1324.6316265916535,0.9979785286815882
1324.6444102998412,0.99797860943148
1324.657194008029,0.9979786926522328
1324.6699777162166,0.9979787805877798
1324.6827614244044,0.9979788707852839
1324.695545132592,0.9979789650672921
1324.7083288407798,0.9979790614264634
1324.7211125489675,0.9979791594743962
1324.7338962571553,0.9979792635305104
1324.746679965343,0.9979793696067347
1324.7594636735307,0.9979794781838999
1324.7722473817184,0.9979795897647128
1324.7850310899062,0.9979797064418342
1324.797814798094,0.9979798237620134
1324.8105985062816,0.997979945874141
1324.8233822144693,0.9979800700271393
1324.836165922657,0.9979801971425065
1324.8489496308448,0.9979803272777463
1324.8617333390325,0.9979804613914792
1324.8745170472203,0.9979805981985687
1324.887300755408,0.997980737676126
1324.9000844635957,0.9979808818182901
1324.9128681717834,0.9979810285468217
1324.9256518799712,0.997981176859343
1324.9384355881589,0.9979813306384274
1324.9512192963466,0.9979814841439154
1324.9640030045343,0.9979816442105469
1324.976786712722,0.9979818062901759
1324.98957042091,0.9979819701105587
1325.0023541290977,0.9979821380666278
